epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
137,1762.28,0.83846,0.4462,0.00848,0.97704,0.94709,0.98159,0.84053,0.64219,0.27771,0.00926,3.89086e-05,3.89086e-05,3.89086e-05
138,1774.95,0.83805,0.45237,0.00829,0.97351,0.95511,0.9817,0.8398,0.64115,0.27277,0.00925,3.52932e-05,3.52932e-05,3.52932e-05
139,1787.67,0.84054,0.45866,0.00857,0.96528,0.95128,0.98106,0.83981,0.63781,0.28562,0.00918,3.19392e-05,3.19392e-05,3.19392e-05
140,1800.32,0.83596,0.44419,0.00818,0.97383,0.9509,0.98171,0.83851,0.63798,0.28155,0.00913,2.88481e-05,2.88481e-05,2.88481e-05
141,1825.89,0.71488,0.27983,0.00894,0.97318,0.95211,0.98326,0.83823,0.64518,0.27779,0.00921,2.60212e-05,2.60212e-05,2.60212e-05
142,1838.63,0.73095,0.2842,0.00891,0.97364,0.94696,0.98243,0.83154,0.65723,0.2873,0.00938,2.34598e-05,2.34598e-05,2.34598e-05
143,1851.12,0.69851,0.26678,0.0085,0.96619,0.94897,0.98105,0.82673,0.66422,0.29592,0.00956,2.1165e-05,2.1165e-05,2.1165e-05
144,1863.66,0.68724,0.26163,0.00836,0.96527,0.95152,0.98152,0.82865,0.66259,0.30086,0.00945,1.91377e-05,1.91377e-05,1.91377e-05
145,1876.27,0.69544,0.26802,0.0086,0.96959,0.95548,0.98057,0.83132,0.66414,0.28722,0.00948,1.7379e-05,1.7379e-05,1.7379e-05
146,1888.79,0.7138,0.26447,0.00858,0.9665,0.95415,0.98066,0.83382,0.65825,0.28876,0.00934,1.58896e-05,1.58896e-05,1.58896e-05
147,1901.5,0.70533,0.26653,0.00847,0.9665,0.94769,0.98031,0.83642,0.65507,0.28538,0.00931,1.467e-05,1.467e-05,1.467e-05
148,1914.13,0.70878,0.27494,0.00853,0.96819,0.95678,0.98069,0.83791,0.6531,0.28044,0.00929,1.3721e-05,1.3721e-05,1.3721e-05
149,1926.87,0.69686,0.25898,0.00842,0.97336,0.95506,0.98021,0.83966,0.65327,0.28214,0.00929,1.30427e-05,1.30427e-05,1.30427e-05
150,1939.43,0.69255,0.25498,0.00853,0.9591,0.95372,0.97981,0.83964,0.65252,0.28262,0.00926,1.26357e-05,1.26357e-05,1.26357e-05
